ZCTA,total_arrests,felonies,misdemeanors,violations,AMERICAN INDIAN/ALASKAN NATIVE,ASIAN / PACIFIC ISLANDER,BLACK,BLACK HISPANIC,UNKNOWN,WHITE,WHITE HISPANIC,total_pop,white_count,black_count,native_count,asian_count,hispanic_count,median_income,below_poverty,pct_white,pct_black,pct_native,pct_asian,pct_hispanic,arrest_rate_per_1000,HISPANIC_ARRESTS,black_arrest_rate_per_1000,white_arrest_rate_per_1000,asian_pacific_islander_arrest_rate_per_1000,american_indian/alaskan_native_arrest_rate_per_1000,hispanic_arrest_rate_per_1000
10306,837,370,464,1,2,38,195,43,13,424,122,57249.0,35356.0,1148.0,0.0,8807.0,10009.0,97746.0,5065.0,0.6175828398749323,0.0200527520131356,0.0,0.1538367482401439,0.1748327481702737,14.62034271340984,165,169.86062717770034,11.992306822038692,4.31474963097536,,16.48516335298232
10307,338,120,218,0,0,15,55,10,2,214,42,14821.0,12219.0,7.0,0.0,679.0,1649.0,138807.0,396.0,0.8244382970109979,0.0004723028135753,0.0,0.0458133729168072,0.1112610485122461,22.805478712637473,52,7857.142857142857,17.51370815942385,22.091310751104565,,31.534263189812005
10308,121,54,64,3,0,12,11,3,0,83,12,29996.0,23675.0,215.0,28.0,2256.0,3297.0,122654.0,1738.0,0.7892719029203894,0.0071676223496466,0.0009334577943725,0.0752100280037338,0.1099146552873716,4.0338711828243765,15,51.16279069767442,3.5058078141499474,5.319148936170213,0.0,4.549590536851683
10309,385,104,280,0,4,24,80,10,8,206,53,34918.0,29248.0,148.0,33.0,1390.0,3068.0,123638.0,2074.0,0.8376195658399679,0.0042385016323958,0.0009450713099261,0.0398075491150695,0.0878629932985852,11.025831949137979,63,540.5405405405405,7.043216630196937,17.26618705035971,121.21212121212122,20.534550195567146
10310,484,236,244,2,4,21,255,22,2,87,93,25824.0,10510.0,4839.0,18.0,1338.0,8189.0,106118.0,3422.0,0.4069857496902107,0.1873838289962825,0.0006970260223048,0.0518122676579925,0.317108116480793,18.742255266418834,115,52.69683818970862,8.277830637488107,15.695067264573991,222.2222222222222,14.043228721455613
10312,315,98,215,0,5,25,30,6,10,190,49,63345.0,46980.0,591.0,33.0,5985.0,8517.0,111434.0,4057.0,0.7416528534217381,0.0093298602888941,0.0005209566658773,0.09448259531139,0.1344541794932512,4.972768174283685,55,50.76142131979695,4.044274159216688,4.177109440267335,151.51515151515153,6.457672889515088
10314,1442,533,908,0,8,91,434,67,11,462,369,93539.0,56189.0,3334.0,212.0,17349.0,14048.0,104655.0,9341.0,0.6007013117523172,0.0356428869241706,0.0022664343215129,0.1854734388864538,0.150183345984028,15.416029677460738,436,130.17396520695863,8.222249906565343,5.2452590927430975,37.73584905660377,31.036446469248293
10451,3683,1521,2132,5,2,27,1933,609,34,107,971,48975.0,2938.0,19373.0,77.0,557.0,24896.0,37111.0,15676.0,0.0599897907095456,0.395569167942828,0.0015722307299642,0.0113731495661051,0.5083409903011741,75.20163348647269,1580,99.77804160429464,36.419332879509874,48.47396768402154,25.974025974025977,63.46401028277634
10452,3314,1590,1694,3,2,24,1381,907,31,52,917,76745.0,2106.0,21601.0,247.0,637.0,50094.0,37854.0,26773.0,0.0274415271353182,0.2814645905270702,0.0032184507134015,0.0083002149977197,0.652733077073425,43.181966251873085,1824,63.932225359937036,24.691358024691358,37.67660910518053,8.097165991902834,36.41154629296922
10453,1833,656,1164,2,2,13,753,489,23,27,526,78270.0,1552.0,20679.0,116.0,989.0,52629.0,35482.0,26120.0,0.0198287977513734,0.2642008432349559,0.0014820493164686,0.0126357480516162,0.6724032196243771,23.418934457646607,1015,36.41375308283766,17.396907216494846,13.14459049544995,17.241379310344826,19.285945011305554
10454,2829,1406,1406,8,2,28,1304,520,34,52,889,40368.0,1331.0,9435.0,55.0,123.0,28354.0,27500.0,17197.0,0.0329716607213634,0.2337247324613555,0.0013624653190646,0.0030469678953626,0.7023880301228695,70.08026159334126,1409,138.20879703232643,39.06836964688205,227.6422764227642,36.36363636363636,49.69316498553996
10455,2074,813,1249,6,3,18,851,370,27,46,759,42940.0,554.0,10319.0,0.0,423.0,30337.0,36701.0,14098.0,0.0129017233348858,0.2403120633442012,0.0,0.00985095482068,0.7064974382859804,48.29995342338146,1129,82.46923151468165,83.03249097472924,42.5531914893617,,37.21528166924877
10456,2282,992,1270,4,2,9,1300,409,23,21,518,86958.0,2439.0,35785.0,240.0,664.0,45412.0,35676.0,31548.0,0.0280480231836058,0.4115205041514294,0.0027599530807976,0.0076358701902067,0.5222291221049242,26.2425538765841,927,36.32807042056728,8.610086100861007,13.55421686746988,8.333333333333334,20.4131066678411
10457,5360,2414,2923,5,6,37,2313,1277,52,80,1595,79375.0,1491.0,25660.0,214.0,375.0,50192.0,44911.0,26848.0,0.0187842519685039,0.3232755905511811,0.0026960629921259,0.0047244094488188,0.6323401574803149,67.5275590551181,2872,90.14029618082618,53.65526492287056,98.66666666666667,28.037383177570092,57.220274147274466
10458,3797,1485,2287,4,3,40,1480,847,39,152,1236,78741.0,6006.0,12650.0,158.0,3007.0,55275.0,42107.0,22418.0,0.0762753838533927,0.1606532810098932,0.0020065785296097,0.0381884913831422,0.7019849887606202,48.221384031190865,2083,116.99604743083005,25.308025308025307,13.302294645826406,18.9873417721519,37.68430574400724
10459,2530,1188,1324,8,3,22,1160,480,30,41,794,49753.0,611.0,14585.0,253.0,522.0,32964.0,39276.0,16463.0,0.0122806664924728,0.2931481518702389,0.0050851204952465,0.0104918296384137,0.6625530118786807,50.85120495246518,1274,79.53376756942065,67.10310965630114,42.145593869731805,11.857707509881422,38.64822230311855
10460,1833,712,1103,4,9,13,920,308,21,42,520,61101.0,2041.0,16611.0,126.0,579.0,39980.0,36067.0,20584.0,0.0334037086136069,0.2718613443315166,0.0020621593754603,0.0094761133205675,0.6543264431024042,29.99950900967251,828,55.38498585274818,20.578147966682998,22.452504317789295,71.42857142857143,20.710355177588795
10461,1737,720,915,2,10,69,657,293,21,156,531,50900.0,15247.0,3801.0,117.0,6860.0,23703.0,65023.0,8320.0,0.2995481335952848,0.0746758349705304,0.0022986247544204,0.1347740667976424,0.4656777996070727,34.12573673870334,824,172.8492501973165,10.231520954941956,10.058309037900875,85.47008547008546,34.763532042357504
10462,1165,429,719,8,12,96,451,151,21,53,381,75452.0,7925.0,16389.0,303.0,13663.0,34617.0,63460.0,14539.0,0.1050336637862482,0.2172109420558765,0.0040157981233101,0.1810820124052377,0.4587949954938239,15.440279913057308,532,27.51845750198304,6.687697160883281,7.026275342164971,39.603960396039604,15.368171707542537
